Bedrooms,Type,Price,Bathrooms,Garage,Lot_Area,SqFt,Year_Built,Suburb
3.0,House,830000.0,1.0,2.0,971.0,113.0,1960.0,Airport West
2.0,Unit,462500.0,1.0,1.0,164.0,132.0,2003.0,Airport West
3.0,House,670000.0,2.0,2.0,657.0,132.0,1970.0,Airport West
2.0,House,675000.0,1.0,1.0,612.0,100.0,1975.0,Airport West
3.0,House,1042000.0,2.0,5.0,612.0,174.0,1950.0,Airport West
3.0,House,910000.0,1.0,1.0,775.0,132.0,1970.0,Airport West
4.0,House,773000.0,3.0,4.0,531.0,309.0,1980.0,Airport West
3.0,House,810000.0,3.0,2.0,555.0,192.0,1980.0,Airport West
3.0,House,715000.0,2.0,2.0,422.0,126.0,1995.0,Airport West
3.0,House,790000.0,1.0,3.0,614.0,132.0,1970.0,Airport West
3.0,Townhouse,540000.0,2.0,1.0,161.0,101.0,2010.0,Airport West
3.0,Townhouse,825000.0,2.0,1.0,293.0,102.0,1960.0,Airport West
3.0,House,685000.0,1.0,1.0,579.0,113.0,1975.0,Airport West
3.0,House,805000.0,1.0,1.0,623.0,132.0,1970.0,Airport West
2.0,Unit,510000.0,1.0,1.0,141.0,76.0,1970.0,Airport West
3.0,House,612000.0,2.0,1.0,212.0,132.0,1970.0,Airport West
3.0,House,662000.0,1.0,2.0,612.0,132.0,1970.0,Airport West
4.0,House,978000.0,3.0,2.0,532.0,132.0,1970.0,Airport West
3.0,House,720000.0,1.0,1.0,585.0,132.0,1970.0,Airport West
4.0,House,765000.0,1.0,2.0,509.0,132.0,1970.0,Airport West
4.0,House,900000.0,2.0,3.0,628.0,146.0,1975.0,Airport West
2.0,House,1275000.0,1.0,0.0,120.0,82.0,1900.0,Albert Park
2.0,House,1455000.0,1.0,0.0,159.0,132.0,1970.0,Albert Park
3.0,House,2850000.0,2.0,0.0,211.0,198.0,1890.0,Albert Park
3.0,House,1850000.0,2.0,0.0,128.0,133.0,1890.0,Albert Park
2.0,House,1436000.0,1.0,0.0,130.0,81.0,1900.0,Albert Park
2.0,House,1110000.0,1.0,0.0,147.0,132.0,1900.0,Albert Park
2.0,House,1550000.0,1.0,1.0,167.0,132.0,1970.0,Albert Park
4.0,House,2300000.0,2.0,1.0,153.0,180.0,1880.0,Albert Park
3.0,Townhouse,1550000.0,2.0,2.0,718.0,132.0,1970.0,Albert Park
3.0,House,1800000.0,2.0,1.0,132.0,159.0,1996.0,Albert Park
2.0,House,2120000.0,1.0,1.0,199.0,107.0,1900.0,Albert Park
3.0,House,1800000.0,1.0,1.0,253.0,132.0,1970.0,Albert Park
3.0,House,1800000.0,2.0,1.0,90.0,122.0,1900.0,Albert Park
2.0,House,1810000.0,1.0,0.0,240.0,132.0,1970.0,Albert Park
3.0,House,2615000.0,2.0,1.0,177.0,181.0,1880.0,Albert Park
5.0,House,2100000.0,2.0,1.0,237.0,132.0,1970.0,Albert Park
3.0,House,1300000.0,1.0,0.0,129.0,132.0,1970.0,Albert Park
3.0,House,1370000.0,2.0,2.0,0.0,85.0,2000.0,Albert Park
2.0,House,1000000.0,1.0,0.0,288.0,132.0,1970.0,Albert Park
3.0,House,2575000.0,2.0,1.0,228.0,132.0,1970.0,Albert Park
2.0,House,1322500.0,1.0,0.0,149.0,98.0,1890.0,Albert Park
2.0,House,1562500.0,1.0,0.0,141.0,83.0,1890.0,Albert Park
3.0,House,2000000.0,2.0,1.0,211.0,147.0,1900.0,Albert Park
3.0,House,1900000.0,1.0,0.0,209.0,132.0,1900.0,Albert Park
3.0,House,3010000.0,2.0,0.0,147.0,146.0,1890.0,Albert Park
4.0,House,2800000.0,3.0,1.0,327.0,254.0,1910.0,Albert Park
2.0,Unit,647000.0,1.0,1.0,0.0,132.0,1970.0,Albert Park
3.0,House,2100000.0,1.0,1.0,120.0,123.0,1900.0,Albert Park
3.0,House,2000000.0,1.0,1.0,238.0,131.0,1890.0,Albert Park
1.0,Unit,442500.0,1.0,0.0,0.0,34.0,1970.0,Albert Park
4.0,House,4735000.0,2.0,1.0,330.0,207.0,1910.0,Albert Park
2.0,House,1340000.0,1.0,0.0,136.0,132.0,1970.0,Albert Park
3.0,House,1801000.0,1.0,1.0,202.0,132.0,1970.0,Albert Park
3.0,House,1532000.0,3.0,1.0,0.0,132.0,1970.0,Albert Park
3.0,House,3755000.0,2.0,2.0,325.0,132.0,1970.0,Albert Park
4.0,House,2140000.0,2.0,1.0,183.0,145.0,1880.0,Albert Park
2.0,House,1750000.0,1.0,1.0,162.0,132.0,1970.0,Albert Park
2.0,House,980000.0,1.0,0.0,79.0,68.0,1890.0,Albert Park
3.0,House,2030000.0,2.0,0.0,152.0,132.0,1970.0,Albert Park
3.0,House,1740000.0,2.0,2.0,147.0,134.0,1890.0,Albert Park
3.0,House,2800000.0,3.0,1.0,0.0,132.0,1970.0,Albert Park
1.0,House,985000.0,1.0,0.0,81.0,54.0,1900.0,Albert Park
4.0,House,2000000.0,2.0,4.0,853.0,263.0,1930.0,Alphington
3.0,House,1110000.0,2.0,2.0,208.0,132.0,2013.0,Alphington
3.0,House,1492000.0,2.0,2.0,411.0,132.0,1970.0,Alphington
4.0,House,1717500.0,2.0,1.0,599.0,203.0,1925.0,Alphington
5.0,House,2840000.0,4.0,4.0,809.0,165.0,1910.0,Alphington
2.0,Unit,525500.0,1.0,1.0,88.0,60.0,1960.0,Alphington
2.0,Townhouse,805000.0,2.0,3.0,155.0,140.0,2004.0,Alphington
2.0,Unit,465000.0,1.0,1.0,0.0,132.0,1970.0,Alphington
3.0,House,2000000.0,3.0,2.0,686.0,132.0,1970.0,Alphington
3.0,House,1540000.0,1.0,2.0,592.0,132.0,1970.0,Alphington
2.0,Unit,820000.0,1.0,1.0,183.0,132.0,1970.0,Alphington
4.0,House,1830000.0,2.0,2.0,606.0,112.0,1970.0,Alphington
4.0,House,2100000.0,2.0,2.0,575.0,271.0,2008.0,Alphington
3.0,House,865000.0,1.0,1.0,180.0,131.0,2010.0,Alphington
2.0,Unit,390000.0,1.0,1.0,0.0,60.0,1960.0,Alphington
2.0,Townhouse,650000.0,1.0,0.0,0.0,132.0,1970.0,Alphington
2.0,Unit,512000.0,1.0,1.0,0.0,61.0,1965.0,Alphington
3.0,House,1165000.0,1.0,2.0,979.0,132.0,1970.0,Alphington
4.0,House,1900000.0,2.0,2.0,556.0,272.0,1930.0,Alphington
3.0,House,1485000.0,0.0,0.0,597.0,132.0,1970.0,Alphington
4.0,House,1950000.0,2.0,3.0,589.0,210.0,1920.0,Alphington
3.0,House,520000.0,2.0,1.0,352.0,242.0,2015.0,Altona
5.0,House,1525000.0,3.0,3.0,729.0,268.0,2005.0,Altona
2.0,Townhouse,720000.0,1.0,2.0,292.0,125.0,2013.0,Altona
3.0,House,1120000.0,1.0,2.0,506.0,120.0,1930.0,Altona
4.0,House,780000.0,1.0,4.0,655.0,132.0,1970.0,Altona
4.0,House,1780000.0,3.0,6.0,1057.0,220.0,1962.0,Altona
3.0,Unit,630000.0,1.0,2.0,311.0,94.0,1955.0,Altona
2.0,Unit,406000.0,1.0,1.0,65.0,132.0,1970.0,Altona
3.0,House,660000.0,1.0,1.0,602.0,123.0,1955.0,Altona
3.0,House,683500.0,1.0,1.0,530.0,132.0,1970.0,Altona
2.0,Unit,580000.0,1.0,1.0,225.0,93.0,1988.0,Altona
3.0,House,1335000.0,1.0,4.0,777.0,22.0,1953.0,Altona
3.0,Townhouse,800000.0,2.0,2.0,280.0,132.0,1997.0,Altona
2.0,Unit,510000.0,1.0,1.0,127.0,76.0,1990.0,Altona
4.0,House,1070000.0,2.0,2.0,695.0,132.0,1970.0,Altona
2.0,Unit,425000.0,1.0,2.0,115.0,57.0,1980.0,Altona
3.0,Unit,605000.0,2.0,2.0,230.0,132.0,1970.0,Altona
3.0,Townhouse,705000.0,2.0,2.0,197.0,152.0,1970.0,Altona
2.0,Unit,391000.0,1.0,1.0,0.0,65.0,1965.0,Altona
2.0,Unit,440000.0,1.0,1.0,0.0,132.0,1970.0,Altona
4.0,House,845000.0,1.0,2.0,745.0,130.0,1950.0,Altona
3.0,Townhouse,743000.0,2.0,2.0,211.0,176.0,1970.0,Altona
3.0,Unit,730000.0,2.0,1.0,69.0,141.0,2014.0,Altona
3.0,House,635000.0,1.0,4.0,625.0,132.0,1960.0,Altona
2.0,Unit,620000.0,1.0,1.0,168.0,132.0,1970.0,Altona
2.0,Unit,447000.0,1.0,1.0,137.0,77.0,1990.0,Altona
3.0,Unit,730000.0,2.0,1.0,70.0,132.0,1970.0,Altona
3.0,House,678000.0,1.0,2.0,606.0,87.0,1950.0,Altona
2.0,Unit,580000.0,2.0,1.0,175.0,76.0,2013.0,Altona
3.0,House,712000.0,1.0,2.0,363.0,132.0,1970.0,Altona
3.0,House,840000.0,2.0,2.0,534.0,136.0,1965.0,Altona
3.0,House,980000.0,1.0,2.0,724.0,132.0,1970.0,Altona
3.0,Townhouse,605100.0,2.0,0.0,265.0,132.0,1970.0,Altona
3.0,House,880000.0,3.0,1.0,577.0,132.0,1970.0,Altona
3.0,Unit,577000.0,2.0,1.0,205.0,113.0,2007.0,Altona
4.0,House,1030000.0,1.0,0.0,797.0,132.0,1970.0,Altona
3.0,Unit,605000.0,1.0,2.0,181.0,132.0,1970.0,Altona
3.0,House,753000.0,2.0,2.0,529.0,132.0,1970.0,Altona
2.0,House,857000.0,2.0,1.0,675.0,100.0,1950.0,Altona
3.0,House,1500000.0,1.0,1.0,929.0,132.0,1970.0,Altona
3.0,Unit,730000.0,2.0,1.0,70.0,3.0,2014.0,Altona
3.0,House,900000.0,1.0,4.0,697.0,132.0,1970.0,Altona
3.0,House,740000.0,1.0,2.0,604.0,132.0,1970.0,Altona
4.0,House,931000.0,2.0,3.0,532.0,132.0,1970.0,Altona
2.0,House,535600.0,1.0,1.0,154.0,91.0,1996.0,Altona
5.0,House,1085000.0,3.0,6.0,592.0,251.0,1965.0,Altona North
3.0,House,781000.0,1.0,2.0,533.0,117.0,1970.0,Altona North
3.0,House,750000.0,1.0,3.0,554.0,132.0,1970.0,Altona North
2.0,Townhouse,421000.0,1.0,1.0,77.0,77.0,2009.0,Altona North
3.0,House,1405000.0,1.0,3.0,655.0,132.0,1970.0,Altona North
3.0,House,683000.0,1.0,2.0,534.0,167.0,1967.0,Altona North
3.0,House,623000.0,1.0,3.0,540.0,132.0,1970.0,Altona North
3.0,House,720000.0,2.0,1.0,0.0,130.0,2012.0,Altona North
3.0,House,588000.0,1.0,1.0,328.0,118.0,1970.0,Altona North
3.0,House,710000.0,1.0,3.0,540.0,116.0,1960.0,Altona North
4.0,House,875000.0,1.0,4.0,559.0,169.0,1965.0,Altona North
3.0,House,700000.0,1.0,3.0,554.0,132.0,1970.0,Altona North
2.0,Townhouse,640000.0,1.0,1.0,252.0,132.0,1965.0,Altona North
4.0,House,650000.0,1.0,4.0,558.0,132.0,1970.0,Altona North
3.0,House,675000.0,2.0,2.0,171.0,109.0,2012.0,Altona North
3.0,House,708000.0,1.0,2.0,585.0,97.0,1960.0,Altona North
4.0,House,965000.0,1.0,4.0,851.0,132.0,1970.0,Altona North
3.0,House,680000.0,1.0,3.0,551.0,132.0,1970.0,Altona North
3.0,House,770000.0,1.0,3.0,602.0,603.0,1970.0,Altona North
3.0,House,923000.0,1.0,2.0,740.0,132.0,1970.0,Altona North
4.0,House,693000.0,2.0,4.0,315.0,170.0,2008.0,Altona North
3.0,House,620000.0,2.0,2.0,276.0,100.0,2010.0,Altona North
3.0,House,728500.0,1.0,1.0,531.0,157.0,1960.0,Altona North
3.0,House,931000.0,2.0,1.0,590.0,160.0,1950.0,Altona North
3.0,House,988000.0,1.0,4.0,715.0,132.0,2008.0,Altona North
3.0,House,590000.0,1.0,2.0,561.0,132.0,1970.0,Altona North
2.0,House,610000.0,1.0,2.0,691.0,132.0,1970.0,Altona North
3.0,House,815000.0,2.0,3.0,555.0,130.0,1960.0,Altona North
4.0,House,970000.0,1.0,2.0,708.0,132.0,1970.0,Altona North
4.0,House,760000.0,1.0,3.0,668.0,132.0,1970.0,Altona North
4.0,Townhouse,847500.0,3.0,1.0,252.0,132.0,1970.0,Altona North
4.0,House,1200000.0,1.0,4.0,633.0,158.0,1960.0,Altona North
3.0,House,700000.0,1.0,1.0,557.0,132.0,1970.0,Altona North
3.0,House,625000.0,1.0,1.0,536.0,132.0,1970.0,Altona North
2.0,Unit,292000.0,1.0,1.0,153.0,70.0,1970.0,Altona North
2.0,Unit,599000.0,1.0,1.0,0.0,76.0,1964.0,Armadale
2.0,Unit,550000.0,1.0,0.0,861.0,132.0,1970.0,Armadale
3.0,Unit,995000.0,2.0,2.0,0.0,100.0,1998.0,Armadale
3.0,Townhouse,1205000.0,2.0,2.0,101.0,105.0,2000.0,Armadale
3.0,House,1939000.0,2.0,2.0,296.0,150.0,1889.0,Armadale
1.0,Unit,421500.0,1.0,0.0,0.0,132.0,1970.0,Armadale
3.0,House,1870000.0,1.0,1.0,217.0,116.0,1888.0,Armadale
2.0,Unit,678000.0,1.0,2.0,0.0,132.0,1970.0,Armadale
3.0,Townhouse,1918000.0,2.0,2.0,0.0,165.0,1995.0,Armadale
2.0,Unit,660000.0,1.0,1.0,0.0,132.0,1970.0,Armadale
3.0,House,2050000.0,2.0,1.0,205.0,116.0,1910.0,Armadale
2.0,Unit,700000.0,1.0,2.0,0.0,132.0,1970.0,Armadale
2.0,Unit,3625000.0,2.0,2.0,0.0,132.0,2006.0,Armadale
4.0,House,3000000.0,2.0,2.0,1581.0,132.0,1934.0,Armadale
5.0,House,1525000.0,2.0,2.0,693.0,132.0,1970.0,Armadale
3.0,Unit,735000.0,2.0,1.0,2113.0,14.0,1970.0,Armadale
2.0,Unit,825000.0,1.0,1.0,0.0,132.0,1970.0,Armadale
3.0,Townhouse,1586000.0,2.0,2.0,246.0,132.0,1970.0,Armadale
2.0,Unit,645000.0,1.0,1.0,0.0,132.0,1960.0,Armadale
1.0,House,1435000.0,2.0,1.0,144.0,107.0,1900.0,Armadale
1.0,Unit,280000.0,1.0,1.0,0.0,38.0,1975.0,Armadale
1.0,Unit,400000.0,1.0,1.0,0.0,132.0,1970.0,Armadale
2.0,House,1780000.0,2.0,2.0,0.0,132.0,1970.0,Armadale
2.0,Unit,592500.0,1.0,1.0,0.0,73.0,1970.0,Armadale
2.0,House,1210000.0,1.0,0.0,249.0,96.0,1910.0,Armadale
4.0,House,2801000.0,2.0,2.0,624.0,222.0,1900.0,Armadale
1.0,Unit,390000.0,1.0,0.0,881.0,132.0,1970.0,Armadale
3.0,House,1800000.0,2.0,2.0,405.0,121.0,1910.0,Armadale
4.0,House,2200000.0,1.0,2.0,495.0,163.0,1900.0,Armadale
1.0,Unit,324000.0,1.0,1.0,0.0,132.0,1970.0,Armadale
6.0,House,5525000.0,3.0,4.0,1491.0,516.0,1935.0,Armadale
2.0,House,1125000.0,1.0,2.0,169.0,132.0,1970.0,Armadale
3.0,House,2250000.0,3.0,1.0,301.0,132.0,1970.0,Armadale
3.0,House,2360000.0,2.0,0.0,336.0,132.0,1970.0,Armadale
2.0,House,1900000.0,2.0,0.0,207.0,132.0,1970.0,Armadale
1.0,Unit,440000.0,1.0,1.0,0.0,53.0,1970.0,Armadale
2.0,Unit,490000.0,1.0,1.0,0.0,132.0,1966.0,Armadale
3.0,House,2365000.0,2.0,1.0,316.0,132.0,1970.0,Armadale
3.0,House,1300000.0,1.0,2.0,212.0,106.0,1900.0,Armadale
3.0,Unit,732000.0,2.0,2.0,0.0,132.0,1970.0,Armadale
2.0,Unit,704000.0,1.0,1.0,0.0,74.0,1969.0,Armadale
2.0,Unit,620000.0,1.0,1.0,0.0,98.0,1970.0,Armadale
3.0,House,1900000.0,1.0,2.0,328.0,108.0,1900.0,Armadale
1.0,Unit,315000.0,1.0,1.0,0.0,132.0,1970.0,Armadale
1.0,Unit,450000.0,1.0,1.0,0.0,132.0,1970.0,Armadale
2.0,Unit,710000.0,1.0,1.0,2471.0,80.0,1970.0,Armadale
2.0,Unit,872000.0,1.0,1.0,1194.0,132.0,1953.0,Armadale
2.0,Unit,598000.0,1.0,1.0,0.0,88.0,1970.0,Armadale
3.0,House,1285000.0,1.0,2.0,186.0,80.0,1920.0,Armadale
4.0,House,3660000.0,3.0,2.0,421.0,132.0,1970.0,Armadale
2.0,Unit,520000.0,1.0,1.0,0.0,76.0,1970.0,Armadale
4.0,House,3625000.0,1.0,2.0,709.0,251.0,1900.0,Armadale
4.0,House,4200000.0,3.0,3.0,563.0,333.0,2000.0,Armadale
3.0,Townhouse,1101000.0,1.0,2.0,103.0,3.0,2000.0,Armadale
3.0,House,3512500.0,2.0,2.0,617.0,285.0,1998.0,Armadale
4.0,House,2000000.0,3.0,4.0,544.0,132.0,1970.0,Armadale
3.0,Unit,869000.0,1.0,1.0,0.0,91.0,1940.0,Armadale
5.0,House,2810000.0,2.0,2.0,617.0,132.0,1970.0,Armadale
2.0,Unit,565000.0,1.0,1.0,0.0,132.0,1970.0,Armadale
1.0,Unit,567000.0,1.0,1.0,0.0,53.0,2013.0,Armadale
2.0,Unit,546000.0,0.0,0.0,0.0,132.0,1970.0,Armadale
2.0,Unit,471500.0,1.0,1.0,0.0,132.0,1980.0,Armadale
2.0,Unit,455000.0,1.0,2.0,0.0,132.0,1970.0,Ascot Vale
3.0,House,940000.0,1.0,2.0,298.0,108.0,1920.0,Ascot Vale
2.0,Unit,467000.0,1.0,1.0,0.0,62.0,1980.0,Ascot Vale
3.0,House,1380000.0,2.0,2.0,277.0,174.0,1910.0,Ascot Vale
2.0,Unit,490000.0,1.0,1.0,423.0,62.0,1970.0,Ascot Vale
4.0,House,1850000.0,3.0,1.0,478.0,270.0,1900.0,Ascot Vale
3.0,House,1284000.0,1.0,2.0,623.0,132.0,1938.0,Ascot Vale
3.0,House,971000.0,2.0,2.0,285.0,128.0,1900.0,Ascot Vale
2.0,House,710000.0,1.0,1.0,214.0,77.0,1890.0,Ascot Vale
6.0,House,2425000.0,3.0,2.0,1014.0,435.0,1887.0,Ascot Vale
2.0,House,750000.0,1.0,1.0,226.0,92.0,1920.0,Ascot Vale
2.0,House,1053000.0,1.0,1.0,269.0,109.0,1900.0,Ascot Vale
3.0,House,1377000.0,1.0,1.0,417.0,168.0,1900.0,Ascot Vale
3.0,House,970000.0,1.0,2.0,350.0,125.0,1904.0,Ascot Vale
2.0,House,940000.0,1.0,1.0,330.0,132.0,1970.0,Ascot Vale
2.0,House,751000.0,1.0,1.0,118.0,79.0,1890.0,Ascot Vale
2.0,House,950000.0,1.0,1.0,173.0,102.0,1900.0,Ascot Vale
2.0,Unit,685000.0,1.0,2.0,228.0,90.0,1995.0,Ascot Vale
3.0,House,1230000.0,1.0,2.0,594.0,148.0,1960.0,Ascot Vale
2.0,House,636500.0,1.0,1.0,0.0,132.0,1970.0,Ascot Vale
3.0,House,910000.0,1.0,0.0,317.0,132.0,1970.0,Ascot Vale
2.0,House,770000.0,1.0,1.0,226.0,87.0,1900.0,Ascot Vale
3.0,House,960000.0,2.0,2.0,229.0,132.0,2011.0,Ascot Vale
4.0,House,890000.0,1.0,1.0,300.0,185.0,1890.0,Ascot Vale
2.0,House,965000.0,1.0,1.0,170.0,132.0,1970.0,Ascot Vale
3.0,House,1440000.0,1.0,1.0,487.0,131.0,1900.0,Ascot Vale
2.0,House,955000.0,1.0,0.0,255.0,132.0,1970.0,Ascot Vale
2.0,Unit,450000.0,1.0,1.0,0.0,132.0,2010.0,Ascot Vale
3.0,House,801000.0,1.0,2.0,431.0,132.0,1950.0,Ascot Vale
3.0,House,1000000.0,2.0,2.0,440.0,120.0,1955.0,Ascot Vale
3.0,House,1435000.0,2.0,2.0,532.0,147.0,1950.0,Ascot Vale
1.0,Unit,390000.0,1.0,1.0,0.0,58.0,1972.0,Ascot Vale
3.0,House,1425000.0,2.0,2.0,495.0,139.0,1920.0,Ascot Vale
4.0,House,1340000.0,2.0,2.0,683.0,232.0,1978.0,Ascot Vale
3.0,House,955000.0,1.0,1.0,263.0,117.0,1910.0,Ascot Vale
4.0,House,1100000.0,2.0,5.0,559.0,195.0,1920.0,Ascot Vale
3.0,House,1255000.0,2.0,2.0,308.0,132.0,1970.0,Ascot Vale
2.0,Unit,432000.0,1.0,1.0,0.0,62.0,1978.0,Ascot Vale
4.0,House,1640000.0,3.0,2.0,562.0,204.0,1890.0,Ascot Vale
6.0,House,1430000.0,2.0,1.0,461.0,286.0,1900.0,Ascot Vale
2.0,Unit,610000.0,1.0,1.0,301.0,104.0,1995.0,Ascot Vale
3.0,House,940000.0,3.0,1.0,491.0,127.0,1950.0,Ascot Vale
3.0,House,890000.0,1.0,1.0,242.0,110.0,1920.0,Ascot Vale
3.0,House,1180000.0,2.0,2.0,617.0,149.0,1930.0,Ascot Vale
4.0,House,1480000.0,2.0,2.0,597.0,180.0,1939.0,Ascot Vale
2.0,House,1150000.0,1.0,1.0,387.0,132.0,1970.0,Ascot Vale
3.0,House,1350000.0,1.0,3.0,575.0,132.0,1970.0,Ascot Vale
5.0,House,1905000.0,2.0,2.0,521.0,132.0,1970.0,Ascot Vale
2.0,Townhouse,865000.0,2.0,1.0,146.0,132.0,2015.0,Ascot Vale
2.0,Townhouse,705000.0,2.0,1.0,113.0,132.0,1998.0,Ascot Vale
2.0,Unit,442000.0,1.0,1.0,0.0,62.0,1975.0,Ascot Vale
2.0,Unit,540000.0,2.0,1.0,0.0,132.0,1970.0,Ascot Vale
3.0,House,1037500.0,1.0,2.0,506.0,110.0,1920.0,Ascot Vale
3.0,Townhouse,1050000.0,2.0,2.0,318.0,160.0,2013.0,Ascot Vale
2.0,Unit,440000.0,1.0,1.0,0.0,65.0,1970.0,Ascot Vale
2.0,House,1010000.0,1.0,1.0,325.0,132.0,1970.0,Ascot Vale
4.0,House,1430000.0,2.0,0.0,418.0,158.0,1900.0,Ascot Vale
2.0,Unit,570000.0,1.0,1.0,0.0,132.0,1970.0,Ascot Vale
2.0,Unit,690000.0,1.0,1.0,0.0,132.0,1970.0,Ascot Vale
3.0,House,1291000.0,1.0,2.0,414.0,132.0,1970.0,Ascot Vale
3.0,House,1130000.0,2.0,1.0,272.0,157.0,1900.0,Ascot Vale
3.0,House,1135000.0,1.0,1.0,296.0,104.0,1910.0,Ascot Vale
4.0,House,950000.0,2.0,1.0,298.0,147.0,1920.0,Ascot Vale
3.0,Unit,790000.0,2.0,1.0,0.0,148.0,1970.0,Ascot Vale
2.0,Unit,390000.0,1.0,1.0,1957.0,69.0,2012.0,Ascot Vale
4.0,House,1345000.0,1.0,1.0,552.0,155.0,1920.0,Ascot Vale
3.0,House,1381500.0,2.0,2.0,416.0,168.0,1900.0,Ascot Vale
3.0,House,940000.0,2.0,2.0,285.0,172.0,2011.0,Ascot Vale
3.0,House,995000.0,2.0,1.0,314.0,177.0,2010.0,Ascot Vale
3.0,House,1050000.0,1.0,3.0,536.0,132.0,1970.0,Ascot Vale
3.0,House,786000.0,2.0,1.0,576.0,120.0,1940.0,Ascot Vale
2.0,House,705000.0,1.0,3.0,252.0,108.0,1910.0,Ascot Vale
2.0,House,760000.0,1.0,1.0,124.0,77.0,1900.0,Ascot Vale
