Bedrooms,Type,Price,Bathrooms,Garage,Lot_Area,SqFt,Year_Built,Suburb
3.0,House,730000.0,2.0,1.0,0.0,145.0,1965.0,Airport West
3.0,House,770000.0,2.0,1.0,0.0,145.0,1965.0,Airport West
2.0,House,603000.0,1.0,1.0,272.0,84.0,1950.0,Airport West
3.0,Townhouse,700000.0,2.0,2.0,239.0,134.0,2009.0,Airport West
3.0,House,600000.0,1.0,1.0,290.0,116.0,1980.0,Airport West
2.0,Unit,500000.0,1.0,1.0,168.0,86.0,2011.0,Airport West
6.0,House,725000.0,3.0,2.0,976.0,186.0,1980.0,Airport West
2.0,Townhouse,450000.0,1.0,1.0,110.0,90.0,2015.0,Airport West
2.0,Unit,515000.0,1.0,1.0,141.0,73.0,2013.0,Airport West
2.0,Unit,530000.0,1.0,1.0,120.0,94.0,2012.0,Airport West
3.0,House,805000.0,1.0,1.0,0.0,105.0,1950.0,Airport West
3.0,Unit,752000.0,1.0,1.0,265.0,130.0,1993.0,Airport West
3.0,Townhouse,700000.0,2.0,2.0,165.0,133.0,2009.0,Airport West
3.0,House,830000.0,1.0,2.0,971.0,113.0,1960.0,Airport West
2.0,House,675000.0,1.0,1.0,612.0,100.0,1975.0,Airport West
3.0,House,810000.0,3.0,2.0,555.0,192.0,1980.0,Airport West
3.0,House,715000.0,2.0,2.0,422.0,126.0,1995.0,Airport West
3.0,Townhouse,540000.0,2.0,1.0,161.0,101.0,2010.0,Airport West
3.0,Townhouse,825000.0,2.0,1.0,293.0,102.0,1960.0,Airport West
3.0,House,685000.0,1.0,1.0,579.0,113.0,1975.0,Airport West
4.0,House,900000.0,2.0,3.0,628.0,146.0,1975.0,Airport West
2.0,House,1275000.0,1.0,0.0,120.0,82.0,1900.0,Albert Park
3.0,House,1850000.0,2.0,0.0,128.0,133.0,1890.0,Albert Park
2.0,House,1436000.0,1.0,0.0,130.0,81.0,1900.0,Albert Park
4.0,House,2300000.0,2.0,1.0,153.0,180.0,1880.0,Albert Park
3.0,House,1800000.0,2.0,1.0,132.0,159.0,1996.0,Albert Park
2.0,House,2120000.0,1.0,1.0,199.0,107.0,1900.0,Albert Park
3.0,House,1800000.0,2.0,1.0,90.0,122.0,1900.0,Albert Park
3.0,House,1370000.0,2.0,2.0,0.0,85.0,2000.0,Albert Park
2.0,House,1322500.0,1.0,0.0,149.0,98.0,1890.0,Albert Park
2.0,House,1562500.0,1.0,0.0,141.0,83.0,1890.0,Albert Park
3.0,House,2000000.0,2.0,1.0,211.0,147.0,1900.0,Albert Park
3.0,House,2100000.0,1.0,1.0,120.0,123.0,1900.0,Albert Park
3.0,House,2000000.0,1.0,1.0,238.0,131.0,1890.0,Albert Park
1.0,Unit,442500.0,1.0,0.0,0.0,34.0,1970.0,Albert Park
4.0,House,2140000.0,2.0,1.0,183.0,145.0,1880.0,Albert Park
2.0,House,980000.0,1.0,0.0,79.0,68.0,1890.0,Albert Park
3.0,House,1740000.0,2.0,2.0,147.0,134.0,1890.0,Albert Park
1.0,House,985000.0,1.0,0.0,81.0,54.0,1900.0,Albert Park
4.0,House,1717500.0,2.0,1.0,599.0,203.0,1925.0,Alphington
2.0,Unit,525500.0,1.0,1.0,88.0,60.0,1960.0,Alphington
2.0,Townhouse,805000.0,2.0,3.0,155.0,140.0,2004.0,Alphington
4.0,House,1830000.0,2.0,2.0,606.0,112.0,1970.0,Alphington
4.0,House,2100000.0,2.0,2.0,575.0,271.0,2008.0,Alphington
3.0,House,865000.0,1.0,1.0,180.0,131.0,2010.0,Alphington
2.0,Unit,390000.0,1.0,1.0,0.0,60.0,1960.0,Alphington
2.0,Unit,512000.0,1.0,1.0,0.0,61.0,1965.0,Alphington
4.0,House,1900000.0,2.0,2.0,556.0,272.0,1930.0,Alphington
4.0,House,1950000.0,2.0,3.0,589.0,210.0,1920.0,Alphington
3.0,House,520000.0,2.0,1.0,352.0,242.0,2015.0,Altona
5.0,House,1525000.0,3.0,3.0,729.0,268.0,2005.0,Altona
2.0,Townhouse,720000.0,1.0,2.0,292.0,125.0,2013.0,Altona
3.0,House,1120000.0,1.0,2.0,506.0,120.0,1930.0,Altona
3.0,Unit,630000.0,1.0,2.0,311.0,94.0,1955.0,Altona
3.0,House,660000.0,1.0,1.0,602.0,123.0,1955.0,Altona
2.0,Unit,580000.0,1.0,1.0,225.0,93.0,1988.0,Altona
2.0,Unit,510000.0,1.0,1.0,127.0,76.0,1990.0,Altona
2.0,Unit,425000.0,1.0,2.0,115.0,57.0,1980.0,Altona
2.0,Unit,391000.0,1.0,1.0,0.0,65.0,1965.0,Altona
4.0,House,845000.0,1.0,2.0,745.0,130.0,1950.0,Altona
3.0,Unit,730000.0,2.0,1.0,69.0,141.0,2014.0,Altona
2.0,Unit,447000.0,1.0,1.0,137.0,77.0,1990.0,Altona
3.0,House,678000.0,1.0,2.0,606.0,87.0,1950.0,Altona
2.0,Unit,580000.0,2.0,1.0,175.0,76.0,2013.0,Altona
3.0,House,840000.0,2.0,2.0,534.0,136.0,1965.0,Altona
3.0,Unit,577000.0,2.0,1.0,205.0,113.0,2007.0,Altona
2.0,House,857000.0,2.0,1.0,675.0,100.0,1950.0,Altona
3.0,Unit,730000.0,2.0,1.0,70.0,3.0,2014.0,Altona
2.0,House,535600.0,1.0,1.0,154.0,91.0,1996.0,Altona
3.0,House,781000.0,1.0,2.0,533.0,117.0,1970.0,Altona North
2.0,Townhouse,421000.0,1.0,1.0,77.0,77.0,2009.0,Altona North
3.0,House,683000.0,1.0,2.0,534.0,167.0,1967.0,Altona North
3.0,House,720000.0,2.0,1.0,0.0,130.0,2012.0,Altona North
3.0,House,588000.0,1.0,1.0,328.0,118.0,1970.0,Altona North
3.0,House,710000.0,1.0,3.0,540.0,116.0,1960.0,Altona North
3.0,House,675000.0,2.0,2.0,171.0,109.0,2012.0,Altona North
3.0,House,708000.0,1.0,2.0,585.0,97.0,1960.0,Altona North
3.0,House,620000.0,2.0,2.0,276.0,100.0,2010.0,Altona North
3.0,House,728500.0,1.0,1.0,531.0,157.0,1960.0,Altona North
3.0,House,931000.0,2.0,1.0,590.0,160.0,1950.0,Altona North
3.0,House,815000.0,2.0,3.0,555.0,130.0,1960.0,Altona North
2.0,Unit,292000.0,1.0,1.0,153.0,70.0,1970.0,Altona North
2.0,Unit,599000.0,1.0,1.0,0.0,76.0,1964.0,Armadale
3.0,Unit,995000.0,2.0,2.0,0.0,100.0,1998.0,Armadale
3.0,Townhouse,1205000.0,2.0,2.0,101.0,105.0,2000.0,Armadale
3.0,House,1939000.0,2.0,2.0,296.0,150.0,1889.0,Armadale
3.0,House,1870000.0,1.0,1.0,217.0,116.0,1888.0,Armadale
3.0,Townhouse,1918000.0,2.0,2.0,0.0,165.0,1995.0,Armadale
3.0,House,2050000.0,2.0,1.0,205.0,116.0,1910.0,Armadale
1.0,House,1435000.0,2.0,1.0,144.0,107.0,1900.0,Armadale
1.0,Unit,280000.0,1.0,1.0,0.0,38.0,1975.0,Armadale
2.0,Unit,592500.0,1.0,1.0,0.0,73.0,1970.0,Armadale
2.0,House,1210000.0,1.0,0.0,249.0,96.0,1910.0,Armadale
3.0,House,1800000.0,2.0,2.0,405.0,121.0,1910.0,Armadale
4.0,House,2200000.0,1.0,2.0,495.0,163.0,1900.0,Armadale
1.0,Unit,440000.0,1.0,1.0,0.0,53.0,1970.0,Armadale
3.0,House,1300000.0,1.0,2.0,212.0,106.0,1900.0,Armadale
2.0,Unit,704000.0,1.0,1.0,0.0,74.0,1969.0,Armadale
2.0,Unit,620000.0,1.0,1.0,0.0,98.0,1970.0,Armadale
3.0,House,1900000.0,1.0,2.0,328.0,108.0,1900.0,Armadale
2.0,Unit,598000.0,1.0,1.0,0.0,88.0,1970.0,Armadale
3.0,House,1285000.0,1.0,2.0,186.0,80.0,1920.0,Armadale
2.0,Unit,520000.0,1.0,1.0,0.0,76.0,1970.0,Armadale
3.0,Townhouse,1101000.0,1.0,2.0,103.0,3.0,2000.0,Armadale
3.0,Unit,869000.0,1.0,1.0,0.0,91.0,1940.0,Armadale
1.0,Unit,567000.0,1.0,1.0,0.0,53.0,2013.0,Armadale
3.0,House,940000.0,1.0,2.0,298.0,108.0,1920.0,Ascot Vale
2.0,Unit,467000.0,1.0,1.0,0.0,62.0,1980.0,Ascot Vale
3.0,House,1380000.0,2.0,2.0,277.0,174.0,1910.0,Ascot Vale
2.0,Unit,490000.0,1.0,1.0,423.0,62.0,1970.0,Ascot Vale
4.0,House,1850000.0,3.0,1.0,478.0,270.0,1900.0,Ascot Vale
3.0,House,971000.0,2.0,2.0,285.0,128.0,1900.0,Ascot Vale
2.0,House,710000.0,1.0,1.0,214.0,77.0,1890.0,Ascot Vale
2.0,House,750000.0,1.0,1.0,226.0,92.0,1920.0,Ascot Vale
2.0,House,1053000.0,1.0,1.0,269.0,109.0,1900.0,Ascot Vale
3.0,House,1377000.0,1.0,1.0,417.0,168.0,1900.0,Ascot Vale
3.0,House,970000.0,1.0,2.0,350.0,125.0,1904.0,Ascot Vale
2.0,House,751000.0,1.0,1.0,118.0,79.0,1890.0,Ascot Vale
2.0,House,950000.0,1.0,1.0,173.0,102.0,1900.0,Ascot Vale
2.0,Unit,685000.0,1.0,2.0,228.0,90.0,1995.0,Ascot Vale
3.0,House,1230000.0,1.0,2.0,594.0,148.0,1960.0,Ascot Vale
2.0,House,770000.0,1.0,1.0,226.0,87.0,1900.0,Ascot Vale
4.0,House,890000.0,1.0,1.0,300.0,185.0,1890.0,Ascot Vale
3.0,House,1440000.0,1.0,1.0,487.0,131.0,1900.0,Ascot Vale
3.0,House,1000000.0,2.0,2.0,440.0,120.0,1955.0,Ascot Vale
3.0,House,1435000.0,2.0,2.0,532.0,147.0,1950.0,Ascot Vale
1.0,Unit,390000.0,1.0,1.0,0.0,58.0,1972.0,Ascot Vale
3.0,House,1425000.0,2.0,2.0,495.0,139.0,1920.0,Ascot Vale
4.0,House,1340000.0,2.0,2.0,683.0,232.0,1978.0,Ascot Vale
3.0,House,955000.0,1.0,1.0,263.0,117.0,1910.0,Ascot Vale
2.0,Unit,432000.0,1.0,1.0,0.0,62.0,1978.0,Ascot Vale
4.0,House,1640000.0,3.0,2.0,562.0,204.0,1890.0,Ascot Vale
2.0,Unit,610000.0,1.0,1.0,301.0,104.0,1995.0,Ascot Vale
3.0,House,940000.0,3.0,1.0,491.0,127.0,1950.0,Ascot Vale
3.0,House,890000.0,1.0,1.0,242.0,110.0,1920.0,Ascot Vale
3.0,House,1180000.0,2.0,2.0,617.0,149.0,1930.0,Ascot Vale
4.0,House,1480000.0,2.0,2.0,597.0,180.0,1939.0,Ascot Vale
2.0,Townhouse,865000.0,2.0,1.0,146.0,132.0,2015.0,Ascot Vale
2.0,Unit,442000.0,1.0,1.0,0.0,62.0,1975.0,Ascot Vale
3.0,House,1037500.0,1.0,2.0,506.0,110.0,1920.0,Ascot Vale
3.0,Townhouse,1050000.0,2.0,2.0,318.0,160.0,2013.0,Ascot Vale
2.0,Unit,440000.0,1.0,1.0,0.0,65.0,1970.0,Ascot Vale
4.0,House,1430000.0,2.0,0.0,418.0,158.0,1900.0,Ascot Vale
3.0,House,1130000.0,2.0,1.0,272.0,157.0,1900.0,Ascot Vale
3.0,House,1135000.0,1.0,1.0,296.0,104.0,1910.0,Ascot Vale
4.0,House,950000.0,2.0,1.0,298.0,147.0,1920.0,Ascot Vale
4.0,House,1345000.0,1.0,1.0,552.0,155.0,1920.0,Ascot Vale
3.0,House,1381500.0,2.0,2.0,416.0,168.0,1900.0,Ascot Vale
3.0,House,940000.0,2.0,2.0,285.0,172.0,2011.0,Ascot Vale
3.0,House,995000.0,2.0,1.0,314.0,177.0,2010.0,Ascot Vale
3.0,House,786000.0,2.0,1.0,576.0,120.0,1940.0,Ascot Vale
2.0,House,705000.0,1.0,3.0,252.0,108.0,1910.0,Ascot Vale
2.0,House,760000.0,1.0,1.0,124.0,77.0,1900.0,Ascot Vale
3.0,Townhouse,1000000.0,2.0,2.0,200.0,144.0,2003.0,Ascot Vale
3.0,House,1305000.0,1.0,1.0,278.0,166.0,1900.0,Ascot Vale
3.0,House,1215000.0,1.0,1.0,452.0,175.0,1960.0,Ascot Vale
2.0,Unit,545000.0,1.0,2.0,194.0,71.0,1900.0,Ascot Vale
3.0,House,1670000.0,2.0,2.0,599.0,220.0,1930.0,Ashburton
3.0,House,1555000.0,2.0,2.0,731.0,149.0,1935.0,Ashburton
3.0,House,1100000.0,3.0,2.0,276.0,178.0,2004.0,Ashburton
3.0,House,1337000.0,1.0,2.0,583.0,112.0,1950.0,Ashburton
3.0,House,1518000.0,2.0,2.0,516.0,145.0,1920.0,Ashburton
3.0,House,1710000.0,1.0,2.0,806.0,101.0,1950.0,Ashburton
3.0,House,1655000.0,1.0,3.0,780.0,152.0,1940.0,Ashburton
4.0,House,1550000.0,2.0,2.0,780.0,180.0,1938.0,Ashburton
3.0,House,1662000.0,2.0,2.0,351.0,228.0,2006.0,Ashburton
3.0,House,1665000.0,2.0,3.0,702.0,145.0,1945.0,Ashburton
3.0,Townhouse,900000.0,2.0,2.0,153.0,110.0,1990.0,Ashburton
3.0,House,1500000.0,2.0,2.0,710.0,139.0,1945.0,Ashburton
3.0,House,1830000.0,2.0,3.0,724.0,168.0,1940.0,Ashburton
3.0,House,1415000.0,1.0,1.0,605.0,111.0,1950.0,Ashburton
2.0,House,1440000.0,1.0,1.0,687.0,104.0,1940.0,Ashburton
4.0,Townhouse,1250000.0,2.0,2.0,321.0,199.0,2007.0,Ashburton
4.0,House,1860000.0,2.0,3.0,696.0,274.0,2000.0,Ashburton
4.0,House,1790000.0,2.0,2.0,514.0,240.0,1935.0,Ashburton
3.0,House,1650000.0,1.0,1.0,697.0,164.0,1947.0,Ashburton
4.0,House,1200000.0,3.0,2.0,372.0,201.0,2016.0,Ashwood
2.0,House,1075000.0,1.0,2.0,695.0,114.0,1950.0,Ashwood
4.0,House,1500000.0,2.0,2.0,621.0,203.0,2000.0,Ashwood
2.0,Townhouse,700000.0,1.0,2.0,367.0,110.0,1970.0,Ashwood
4.0,House,1100000.0,2.0,2.0,803.0,152.0,1970.0,Ashwood
2.0,Unit,690000.0,1.0,1.0,216.0,90.0,2003.0,Ashwood
3.0,House,1631000.0,2.0,3.0,782.0,215.0,1950.0,Ashwood
4.0,House,1500000.0,2.0,1.0,593.0,255.0,1930.0,Ashwood
2.0,Unit,600000.0,1.0,1.0,153.0,80.0,1970.0,Ashwood
4.0,House,1240000.0,2.0,2.0,766.0,192.0,1950.0,Ashwood
2.0,Unit,700000.0,1.0,2.0,192.0,88.0,2007.0,Ashwood
2.0,House,1110000.0,1.0,1.0,586.0,86.0,1950.0,Ashwood
3.0,House,1305000.0,1.0,1.0,760.0,120.0,1960.0,Ashwood
3.0,House,855000.0,2.0,1.0,320.0,85.0,1958.0,Ashwood
3.0,Townhouse,900500.0,2.0,2.0,256.0,134.0,2012.0,Ashwood
3.0,House,1200000.0,2.0,2.0,839.0,198.0,1970.0,Ashwood
3.0,Townhouse,830000.0,1.0,2.0,212.0,130.0,2012.0,Ashwood
3.0,House,850000.0,1.0,1.0,593.0,118.0,1970.0,Avondale Heights
3.0,House,750000.0,1.0,1.0,0.0,103.0,1980.0,Avondale Heights
3.0,Townhouse,851000.0,3.0,1.0,557.0,181.0,2017.0,Avondale Heights
4.0,House,1155000.0,2.0,2.0,569.0,225.0,2008.0,Avondale Heights
3.0,House,680000.0,1.0,2.0,570.0,120.0,1970.0,Avondale Heights
3.0,House,627500.0,1.0,1.0,550.0,143.0,1970.0,Avondale Heights
3.0,House,705000.0,1.0,1.0,581.0,106.0,1960.0,Avondale Heights
3.0,House,892500.0,1.0,1.0,586.0,118.0,1965.0,Avondale Heights
2.0,House,522500.0,1.0,1.0,220.0,101.0,1995.0,Avondale Heights
4.0,House,680000.0,2.0,2.0,554.0,140.0,1960.0,Avondale Heights
3.0,House,875000.0,1.0,3.0,812.0,117.0,1960.0,Avondale Heights
4.0,House,762000.0,2.0,2.0,589.0,150.0,1961.0,Avondale Heights
2.0,Unit,411000.0,1.0,1.0,0.0,85.0,1995.0,Avondale Heights
3.0,House,805000.0,2.0,2.0,593.0,103.0,1970.0,Avondale Heights
3.0,House,634000.0,2.0,1.0,582.0,153.0,1950.0,Avondale Heights
4.0,House,1819000.0,2.0,1.0,244.0,180.0,1900.0,Balaclava
2.0,Unit,410000.0,1.0,2.0,0.0,61.0,1965.0,Balaclava
2.0,Townhouse,1015000.0,1.0,2.0,114.0,120.0,2000.0,Balaclava
2.0,Unit,502500.0,1.0,1.0,0.0,65.0,1960.0,Balaclava
2.0,Unit,520000.0,1.0,0.0,0.0,58.0,1970.0,Balaclava
2.0,Unit,442000.0,1.0,1.0,0.0,61.0,1960.0,Balaclava
3.0,House,1193000.0,1.0,1.0,178.0,100.0,1920.0,Balaclava
2.0,Unit,416000.0,1.0,1.0,0.0,49.0,1960.0,Balaclava
2.0,Unit,474000.0,1.0,1.0,0.0,59.0,1970.0,Balaclava
2.0,House,981000.0,1.0,0.0,159.0,84.0,1930.0,Balaclava
3.0,House,1690000.0,2.0,2.0,339.0,159.0,1890.0,Balaclava
2.0,Unit,540000.0,1.0,1.0,483.0,51.0,1970.0,Balaclava
2.0,House,2100000.0,1.0,1.0,659.0,123.0,1920.0,Balwyn
4.0,House,1800000.0,2.0,2.0,715.0,218.0,1985.0,Balwyn
2.0,Townhouse,1255000.0,1.0,1.0,208.0,129.0,2000.0,Balwyn
3.0,Unit,1070000.0,2.0,2.0,206.0,112.0,1998.0,Balwyn
2.0,Unit,806000.0,1.0,1.0,122.0,97.0,1977.0,Balwyn
2.0,House,1850000.0,1.0,1.0,1015.0,166.0,1930.0,Balwyn
3.0,House,700000.0,1.0,1.0,188.0,110.0,1970.0,Balwyn
2.0,House,500000.0,1.0,1.0,0.0,72.0,1960.0,Balwyn
3.0,House,2125000.0,2.0,2.0,699.0,252.0,1985.0,Balwyn
4.0,House,1800000.0,2.0,2.0,577.0,200.0,1948.0,Balwyn
2.0,Unit,635000.0,1.0,1.0,0.0,70.0,2014.0,Balwyn
2.0,Unit,526000.0,1.0,1.0,0.0,73.0,1960.0,Balwyn
3.0,House,905000.0,1.0,2.0,281.0,150.0,1995.0,Balwyn
2.0,Townhouse,760000.0,1.0,1.0,121.0,100.0,1960.0,Balwyn
3.0,Townhouse,1367000.0,2.0,2.0,219.0,164.0,2003.0,Balwyn
4.0,Townhouse,1400000.0,3.0,2.0,241.0,240.0,2009.0,Balwyn
2.0,Unit,625000.0,1.0,1.0,115.0,104.0,1960.0,Balwyn
2.0,Unit,460000.0,1.0,1.0,0.0,79.0,1950.0,Balwyn
2.0,Unit,1053000.0,1.0,2.0,231.0,98.0,1985.0,Balwyn
3.0,Townhouse,1472000.0,2.0,2.0,306.0,170.0,1995.0,Balwyn
2.0,Unit,754000.0,1.0,1.0,87.0,88.0,1990.0,Balwyn
4.0,House,2188000.0,2.0,2.0,752.0,253.0,1981.0,Balwyn
2.0,Unit,755000.0,1.0,1.0,213.0,92.0,1980.0,Balwyn
2.0,Unit,650000.0,1.0,1.0,0.0,150.0,1960.0,Balwyn
4.0,House,1900000.0,2.0,1.0,665.0,155.0,1940.0,Balwyn
3.0,House,1750000.0,2.0,3.0,613.0,193.0,1943.0,Balwyn
2.0,Unit,730000.0,1.0,1.0,130.0,80.0,1960.0,Balwyn
3.0,House,1500000.0,2.0,2.0,404.0,190.0,2011.0,Balwyn
4.0,House,1700000.0,1.0,1.0,672.0,115.0,1935.0,Balwyn
3.0,Townhouse,1315000.0,2.0,2.0,260.0,167.0,2000.0,Balwyn North
3.0,House,1500000.0,2.0,1.0,778.0,154.0,1950.0,Balwyn North
4.0,House,1905000.0,2.0,2.0,647.0,185.0,1955.0,Balwyn North
4.0,House,1900000.0,2.0,2.0,642.0,215.0,1955.0,Balwyn North
3.0,House,2251000.0,1.0,2.0,888.0,137.0,1950.0,Balwyn North
4.0,House,2205000.0,2.0,2.0,750.0,214.0,1950.0,Balwyn North
3.0,House,1265000.0,2.0,1.0,347.0,160.0,2011.0,Balwyn North
4.0,House,1750000.0,2.0,2.0,673.0,185.0,1960.0,Balwyn North
3.0,House,1450000.0,1.0,2.0,665.0,124.0,1950.0,Balwyn North
4.0,House,1825000.0,2.0,3.0,736.0,225.0,1958.0,Balwyn North
3.0,Townhouse,1150000.0,2.0,1.0,207.0,144.0,2003.0,Balwyn North
4.0,House,1850000.0,2.0,2.0,619.0,254.0,1990.0,Balwyn North
4.0,House,2130000.0,3.0,2.0,1274.0,275.0,1970.0,Balwyn North
4.0,House,1740000.0,2.0,2.0,610.0,275.0,1993.0,Balwyn North
4.0,House,1388800.0,2.0,1.0,517.0,247.0,1970.0,Balwyn North
3.0,House,1700000.0,2.0,3.0,763.0,168.0,1960.0,Balwyn North
3.0,House,1230000.0,3.0,1.0,310.0,188.0,2012.0,Balwyn North
4.0,House,1950000.0,3.0,2.0,665.0,232.0,1970.0,Balwyn North
5.0,House,1750000.0,2.0,2.0,710.0,170.0,1955.0,Balwyn North
5.0,House,2000000.0,2.0,2.0,1002.0,244.0,1950.0,Balwyn North
3.0,House,1818000.0,1.0,1.0,722.0,90.0,1930.0,Balwyn North
4.0,House,1720000.0,3.0,2.0,869.0,170.0,1950.0,Balwyn North
4.0,House,1675000.0,2.0,2.0,667.0,201.0,1974.0,Balwyn North
4.0,Townhouse,1680000.0,3.0,1.0,362.0,200.0,2014.0,Balwyn North
4.0,House,2205000.0,2.0,2.0,1010.0,250.0,1950.0,Balwyn North
3.0,House,2100000.0,2.0,3.0,949.0,175.0,1940.0,Balwyn North
2.0,House,685000.0,1.0,1.0,177.0,85.0,1975.0,Balwyn North
3.0,House,1335000.0,2.0,2.0,368.0,177.0,2009.0,Balwyn North
2.0,Unit,1040000.0,1.0,1.0,250.0,112.0,1995.0,Balwyn North
4.0,House,1250000.0,2.0,2.0,644.0,153.0,1950.0,Balwyn North
5.0,House,1875000.0,3.0,2.0,842.0,200.0,1961.0,Balwyn North
4.0,House,1530000.0,2.0,2.0,701.0,198.0,1960.0,Balwyn North
3.0,House,1651000.0,1.0,2.0,657.0,151.0,1960.0,Balwyn North
5.0,House,1560000.0,2.0,3.0,845.0,199.0,1980.0,Balwyn North
3.0,House,1038000.0,2.0,1.0,207.0,144.0,2003.0,Balwyn North
5.0,House,1660000.0,3.0,2.0,737.0,193.0,1950.0,Balwyn North
3.0,House,1770000.0,2.0,1.0,720.0,147.0,1955.0,Balwyn North
2.0,Unit,691500.0,1.0,1.0,0.0,102.0,1968.0,Balwyn North
3.0,Unit,875000.0,1.0,2.0,348.0,121.0,1950.0,Bentleigh
3.0,House,1425000.0,2.0,2.0,613.0,143.0,1960.0,Bentleigh
2.0,Townhouse,851000.0,1.0,1.0,140.0,250.0,1970.0,Bentleigh
3.0,House,1222500.0,2.0,2.0,299.0,181.0,2000.0,Bentleigh
3.0,House,1317500.0,1.0,1.0,576.0,127.0,1945.0,Bentleigh
2.0,Unit,360000.0,1.0,1.0,0.0,69.0,1965.0,Bentleigh
4.0,Townhouse,1435000.0,3.0,2.0,291.0,212.0,2012.0,Bentleigh
3.0,House,1110000.0,1.0,2.0,692.0,164.0,1940.0,Bentleigh
3.0,House,1500000.0,2.0,1.0,565.0,222.0,1940.0,Bentleigh
4.0,House,1300000.0,2.0,2.0,697.0,194.0,1940.0,Bentleigh
3.0,House,1125000.0,1.0,2.0,584.0,116.0,1948.0,Bentleigh
4.0,House,1328000.0,2.0,2.0,610.0,112.0,1940.0,Bentleigh
3.0,House,1340000.0,2.0,1.0,526.0,135.0,1910.0,Bentleigh
4.0,Townhouse,1155000.0,3.0,2.0,271.0,205.0,2010.0,Bentleigh
2.0,House,855000.0,1.0,1.0,296.0,103.0,1940.0,Bentleigh
2.0,Unit,650000.0,1.0,1.0,116.0,92.0,1960.0,Bentleigh
4.0,House,1860000.0,2.0,3.0,855.0,197.0,1930.0,Bentleigh
2.0,Unit,725000.0,1.0,1.0,227.0,100.0,1990.0,Bentleigh
3.0,House,1293000.0,1.0,1.0,632.0,108.0,1950.0,Bentleigh
3.0,House,1328000.0,2.0,2.0,690.0,245.0,1970.0,Bentleigh
4.0,Townhouse,1247000.0,2.0,3.0,354.0,255.0,2008.0,Bentleigh
3.0,House,1370000.0,1.0,2.0,624.0,143.0,1950.0,Bentleigh
3.0,House,1095000.0,2.0,1.0,581.0,170.0,1965.0,Bentleigh
2.0,Unit,725000.0,1.0,1.0,677.0,88.0,2012.0,Bentleigh
3.0,Townhouse,825000.0,2.0,2.0,147.0,149.0,2007.0,Bentleigh
3.0,Townhouse,1235000.0,2.0,2.0,0.0,160.0,2012.0,Bentleigh
3.0,House,1165000.0,1.0,2.0,694.0,125.0,1950.0,Bentleigh
2.0,Unit,820000.0,1.0,3.0,336.0,109.0,1960.0,Bentleigh
4.0,House,1430000.0,2.0,2.0,611.0,168.0,1970.0,Bentleigh
2.0,House,910000.0,1.0,2.0,274.0,96.0,1970.0,Bentleigh
5.0,House,1900000.0,2.0,2.0,567.0,250.0,1926.0,Bentleigh
2.0,Townhouse,670000.0,2.0,1.0,123.0,90.0,2007.0,Bentleigh
2.0,Townhouse,680000.0,1.0,1.0,83.0,107.0,1998.0,Bentleigh
4.0,Townhouse,1320000.0,3.0,3.0,346.0,220.0,2010.0,Bentleigh
6.0,House,1900000.0,3.0,2.0,708.0,275.0,1988.0,Bentleigh
3.0,House,1535000.0,2.0,2.0,572.0,150.0,1930.0,Bentleigh
5.0,House,1385000.0,2.0,2.0,664.0,178.0,1950.0,Bentleigh
